2846,0,0,1,3,2,0,0,0,1,1,0,0,1,6
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,81
304,81
305,81
306,81
307,81
308,81
309,81
310,81
311,80
312,80
313,80
314,80
315,80
316,80
317,84
318,84
319,84
320,86
321,82
322,82
323,90
324,90
325,88
326,88
327,90
328,90
329,90
330,90
331,90
332,90
333,90
334,90
335,80
336,80
337,80
338,80
339,80
340,80
341,80
342,80
343,80
344,80
345,80
346,80
347,81
348,81
349,89
350,89
351,89
352,88
353,88
354,88
355,88
356,88
357,88
358,88
359,88
360,89
361,89
362,89
363,89
364,89
365,89
366,89
367,89
368,89
369,89
370,89
371,89
372,81
373,81
374,80
375,80
376,80
377,80
378,80
379,80
380,80
381,80
382,80
383,82
384,82
385,82
386,82
387,86
388,86
389,86
390,86
391,84
392,80
393,80
394,80
395,80
396,80
397,80
398,80
399,80
400,84
401,84
402,84
403,84
404,84
405,80
406,80
407,80
408,80
409,80
410,84
411,84
412,84
413,84
414,80
415,80
416,80
417,80
418,80
419,80
420,84
421,84
422,84
423,84
424,80
425,80
426,80
427,80
428,80
429,84
430,84
431,84
432,84
433,84
434,80
435,80
436,80
437,80
438,80
439,84
440,84
441,84
442,84
443,80
444,80
445,80
446,80
447,80
448,84
449,84
450,84
451,84
452,84
453,80
454,80
455,80
456,80
457,80
458,84
459,84
460,84
461,84
462,84
463,84
464,84
465,84
466,84
467,84
468,84
469,84
470,84
471,85
472,85
473,85
474,85
475,85
476,81
477,81
478,81
479,81
480,89
481,89
482,89
483,89
484,88
485,88
486,80
487,80
488,80
489,80
490,80
491,80
492,80
493,80
494,81
495,81
496,81
497,81
498,81
499,81
500,81
501,81
502,81
503,89
504,89
505,89
506,88
507,88
508,88
509,88
510,88
511,88
512,88
513,88
514,88
515,88
516,88
517,88
518,88
519,90
520,90
521,90
522,90
523,90
524,90
525,90
