0,Ver 2.00,NULL,0
1,Copyright 2021-2023 Outside Sotonohito.,NULL,0
2,喜欢梦想家的,文本测试,0
3,大家好~我是爱丽丝 香草！我主要进行,COSPLAY风格弹幕战，点点关注点点赞，谢谢！,0
4,优莉可可奈desu。,如果用动物来比喻的话，我应该是黑猫吧……？,0
5,我是UJAKO。,如果你想看技术主播的话，看我就对了。,0
6,【散射模式】,以更宽的角度散布火力。,0
7,【诱导模式】,子弹会自动追踪敌人。,0
8,【锁定模式】,直接向敌人所在方向发射导弹。,0
9,【聚焦模式】,向前密集地发射导弹。,0
10,【胡萝卜轰击炮】,向浮游炮单元朝向方位发射炸弹。,0
11,【活力炸弹】,向自机前方发射炸弹。,0
12,【直线模式】,向正面射击。,0
13,【偏转模式】,左右移动会改变射击的方向。,0
14,【聚焦模式】,向正面密集地发射导弹。,0
15,【诱导模式】,导弹会自动追踪敌人。,0
16,【攻击性发言】,从浮游炮单元连续发射高威力子弹。,0
17,【暗黑暴走】,在一定时间内射击和导弹威力大幅上升。,0
18,【偏转模式】,左右移动会改变射击的方向。,0
19,【直线模式】,向正面射击。,0
20,【定角模式】,低速模式下锁定浮游炮单元射击角度。,0
21,【定点模式】,在低速模式下固定浮游炮位置。,0
22,【黑客焰火】,对整个版面进行大范围攻击。,0
23,【作弊屏障】,在自机周围展开屏障。,0
24,【护盾强化】（适合新手玩家）,护盾被破坏时活力等级减少数变少。,0
25,【射击强化】,高速模式下的射击攻击力提升。,0
26,【导弹强化】,低速模式下的导弹攻击力提升。,0
27,【双重强化】（适合熟练玩家）,射击和导弹的攻击力均提升，但护盾不会展开。,0
28,这样的装备可以吗？,NULL,0
29,这样就好吗？不需要再考虑一下……？,NULL,0
30,确认就这样开始作战吗？,NULL,0
31,设置背景音乐的音量。,NULL,0
32,设置音效的音量。,NULL,0
33,设置文本语言。,NULL,0
34,设置数据显示。,NULL,0
35,打开游戏设置。,NULL,0
36,打开显示设置。,NULL,0
37,打开键位设置菜单。,NULL,0
38,游玩新手教程。,NULL,0
39,保存设置并返回。,NULL,0
40,CONSUMER：按住低速键进入低速模式,ARCADE：连打射击键/按住连射键为高速模式，按住射击键进入低速模式,0
41,设置掉落1UP的敌人的数量。,NULL,0
42,使用默认设置。,NULL,0
43,保存设置并返回。,NULL,0
44,空き,NULL,0
45,空き,NULL,0
46,空き,NULL,0
47,空き,NULL,0
48,（满足一定条件后才能设置）,NULL,0
49,空き,NULL,0
50,向您问好！,这里是弹幕社交网络 Bulletalk 的小助手。,0
51,现在让我们开始新手教程。,NULL,0
52,如果您在操作上遇到困难，,我们会在画面左下角给予您提示。,0
53,可从暂停菜单中的控制设置修改控制器的键位设置。,NULL,0
54,现在，请按照屏幕上的指示确认操作。,NULL,0
55,很好。,NULL,0
56,接下来我将说明攻击的方法。,NULL,0
57,长按射击键或连射键即可射击。,NULL,0
58,连按射击键或长按连射键即可射击。,NULL,0
59,射击出现的敌人以击落它们。,NULL,0
60,干得漂亮。,NULL,0
61,下面我将向您介绍低速模式。,NULL,0
62,按下慢速键时，自机移动速度会变慢。,NULL,0
63,按下射击键时，自机移动速度会变慢。,NULL,0
64,在这种状态下发射的导弹对难以击破的敌人很有效。,NULL,0
65,请同时利用低速模式和导弹击落敌人。,NULL,0
66,你很擅长这个。,NULL,0
67,接下来，敌人也会发射弹幕。,NULL,0
68,躲避敌人的弹幕，,避免自机中心可见的圆形标记被击中。,0
69,如果想看清弹幕间的缝隙，请使用低速模式。,NULL,0
70,所以，接下来请试着躲避所有的,弹幕并击落所有敌人。,0
71,被击中了。我们再试一次，直到找到窍门为止。,NULL,0
72,做得非常好。,NULL,0
73,以下是针对我们到目前为止学到的东西所做的总结。,NULL,0
74,接下来是关于活力计的说明。,NULL,0
75,击中和击落敌人会累积玩家周围的活力计。,NULL,0
76,距离敌人越近，活力计累积得越快。,NULL,0
77,请持续击落敌人直到活力计填满为止。,NULL,0
78,当活力计填满时，活力等级就会上升。,NULL,0
79,当你的活力等级提高时，,如果你被敌人的弹幕击中时会发生什么？,0
80,护盾发动，生命值不会减少。,NULL,0
81,但是活力等级会下降，,所以最好尽可能保持在1级以上。,0
82,下面我将介绍一些强力的技能。,NULL,0
83,我将会给您提升活力等级的道具，,请试着获得后按下炸弹键。,0
84,扔雷前请不要中弹。我会再给你一次那个道具。,NULL,0
85,炸弹发动了。它可以消弹并让你无敌。,NULL,0
86,以下是针对我们到目前为止学到的,东西所做的总结。,0
87,有各种类型的射击和炸弹可供组合，,请根据自己的喜好选择和尝试。,0
88,最后，我要做一个重要的说明。,NULL,0
89,你在游戏过程中可以获得其他用户的点赞。,NULL,0
90,并且他们可以关注你，成为你的粉丝。,NULL,0
91,它们以数字的形式展示在屏幕右侧。,NULL,0
92,只要持续不被击中，点赞与粉丝数便会不断增长，,而这会填满你的热度计，开启高光时刻。,0
93,可能会发生一些有趣的事情。,NULL,0
94,那么就来享受弹幕生活吧！,NULL,0
95,空き,NULL,0
96,【Auto Fever】 ,当热度计被填满时，自动开启高光时刻（Fever）。,0
97,【Manual Fever】 ,当热度计被填满时，按下炸弹键开启高光时刻（Fever）。,0
98,空き,NULL,0
99,空き,NULL,0
100,我只是实话实说罢了！,你却在逼我干掉你们所有人！,0
101,那个小鬼头一样的弹幕女王……,真是狂妄啊……,0
102,弹幕女王和她那狡猾的小把戏……！,我要永远驱逐她！,0
103,我找到了一只可爱的小兔子！,你就是被通缉的那个家伙吧？,0
104,那只讨厌的的假小子猫咪，一副贼头贼脑的样子，,一看就知道不怀好意！,0
105,我遇到了一只熊猫！,……或者只是一个作弊者？,0
106,你就是这个社区的BOSS吧？,警告你，我很强哦！,0
107,哼……比起你，我可是又强大又有魅力。,NULL,0
108,能用的为什么不用？,这跟弹幕女王做的事比起来可算不了什么。,0
109,就算是我软软糯糯宁宁酱，居然也会输掉~,NULL,0
110,哇~看起来好好吃~！,可惜我正在节食呢…嘿嘿。,0
111,多么可爱的社区啊……,我可能会在这里屈服于诱惑……,0
112,都是甜到发腻的点心啊……,我只要有薯条就能满意了。,0
113,今天的甜点是棉花糖蛋糕！,那就吃掉你的心吧！,0
114,今天的甜点选什么好呢？,就吃覆盆子蛋糕吧！,0
115,今天是吃抹茶蛋糕好呢？,还是选杏仁豆腐呢？,0
116,我喜欢棉花糖！让我先运动运动，,这样我就又可以大快朵颐了！,0
117,真是遗憾……我讨厌覆盆子。,NULL,0
