0,Ver 2.00,NULL,0
1,Copyright 2021-2023 Outside Sotonohito.,NULL,0
2,テキストのテストだよん,ちゃんと表示されてるか見といてね～,0
3,ども～バニラありすです！,コスプレメインで弾活してますのでよろしく！,0
4,ゆり心愛（ここあ）です,動物に例えると黒猫かな…？,0
5,我はＵＪＡＫＯという,弾幕の技巧ならお任せあれ,0
6,【ワイドフォーム】,ショットを広い角度に展開する,0
7,【ホーミングフォーム】,敵を追尾するショットを撃つ,0
8,【ロックオンフォーム】,敵の方向に向けてミサイルを撃つ,0
9,【フォーカスフォーム】,正面に向けて集中的にミサイルを撃つ,0
10,【キャロットブラスター】,ビットが向く方向にボムを放つ,0
11,【ビビッドグレネード】,プレイヤーの正面にボムを放つ,0
12,【フロントフォーム】,正面に向けてショットを撃つ,0
13,【スライドフォーム】,左右に移動するとショットの向きが変わる,0
14,【フォーカスフォーム】,正面に向けて集中的にミサイルを撃つ,0
15,【ホーミングフォーム】,敵を追尾するミサイルを撃つ,0
16,【スティングワーズ】,ビットから高威力の弾を連射する,0
17,【ダークランページ】,一定時間ショットとミサイルの威力が大幅に上がる,0
18,【スライドフォーム】,左右に移動するとショットの向きが変わる,0
19,【フロントフォーム】,正面に向けてショットを撃つ,0
20,【フィックスフォーム】,低速モードの間ビットの向きを固定する,0
21,【スタンバイフォーム】,低速モードの間ビットの位置を固定する,0
22,【フレイミングハック】,画面全体を広く攻撃する,0
23,【チートバリア】,プレイヤーの周囲にバリアを展開する,0
24,【シールド強化】（初心者向き）,シールド破壊時のメンタルレベル減少数が少ない,0
25,【ショット強化】,高速モード時のショット威力が上昇する,0
26,【ミサイル強化】,低速モード時のミサイル威力が上昇する,0
27,【ダブル強化】（熟練者向き）,ショットとミサイルの威力が上昇するがシールドが展開されない,0
28,装備はこんな感じでいいかな？,NULL,0
29,これで大丈夫？もうちょっと考え直す…？,NULL,0
30,作戦はこれでよいだろうか？,NULL,0
31,BGMの音量を設定,NULL,0
32,SEの音量を設定,NULL,0
33,テキスト言語の変更,NULL,0
34,データウィンドウの表示設定,NULL,0
35,ゲーム設定を開く,NULL,0
36,画面設定を開く,NULL,0
37,キーコンフィグを開く,NULL,0
38,チュートリアルをプレイする,NULL,0
39,設定を保存してタイトルに戻る,NULL,0
40,CONSUMER：低速キーで低速,ARCADE：ショット連打or連射で高速・ショット長押しで低速,0
41,1UPアイテムをドロップするヘルプキャラクターの出現数を設定,NULL,0
42,設定を初期化,NULL,0
43,設定を保存して戻る,NULL,0
44,空き,NULL,0
45,空き,NULL,0
46,空き,NULL,0
47,空き,NULL,0
48,（条件を満たすと設定可能）,NULL,0
49,空き,NULL,0
50,こんにちは,弾幕系ＳＮＳ「バレットーク」サポートアカウントです,0
51,これよりチュートリアルを開始します,NULL,0
52,キー操作にお困りでしたら,画面左下にてご案内しております,0
53,ゲームパッドのキー設定はポーズメニューより,キーコンフィグから行えます,0
54,それでは画面の案内に従って,操作を確認してください,0
55,よろしいですね,NULL,0
56,続いて攻撃方法の説明です,NULL,0
57,ショットキーもしくは連射キーを,長押しすることでショットを発射できます,0
58,ショットキーを連打もしくは連射キーを長押しで,ショットを発射できます,0
59,出現するターゲットをショットで破壊してください,NULL,0
60,よくできました,NULL,0
61,続いて低速モードの説明をいたします,NULL,0
62,低速キーを押している間は,プレイヤーの移動が遅くなります,0
63,ショットキーをホールドしている間は,プレイヤーの移動が遅くなります,0
64,この状態で発射できるミサイルは,耐久力の高い敵に対して効果的です,0
65,低速モードとミサイルを活用しながら,ターゲットを破壊してください,0
66,上手ですね,NULL,0
67,次は敵も弾を発射します,NULL,0
68,プレイヤーの中心に見える丸いマークに当たらないように,敵弾を避けてください,0
69,弾のスキマを見極めたいときは,低速モードを活用してください,0
70,それでは弾に当たらずに,すべてのターゲットを破壊してください,0
71,当たってしまいましたね,コツを掴むまでもう一度やってみましょう,0
72,大変よくできました,NULL,0
73,ここまでのまとめを掲示します,NULL,0
74,続いて『メンタルゲージ』の説明です,NULL,0
75,ショットを当てたり敵を倒したりすると,プレイヤー周囲のメンタルゲージが蓄積されます,0
76,ゲージは敵との距離が近いほど早く溜まります,NULL,0
77,ゲージが溜まるまで敵を倒してください,NULL,0
78,ゲージが蓄積されると,『メンタルレベル』が上がります,0
79,メンタルレベルが上がっている間に,敵弾に当たるとどうなるでしょう？,0
80,シールドが発動するのでライフが減りません,NULL,0
81,しかしメンタルレベルは減ってしまいますので,可能な限りメンタルレベル１以上を保つと良いでしょう,0
82,次は強力な技を紹介します,NULL,0
83,メンタルレベルが上がるアイテムをお渡ししますので,取得した後にボムキーを押してみてください,0
84,発動する前に被弾してはいけません,もう一度アイテムを差し上げます,0
85,ボムが発動しましたね,これは敵弾を消しながら無敵状態になることができます,0
86,ここまでのまとめを掲示します,NULL,0
87,ショットやボムには様々な種類がありますので,お好みにカスタマイズして試してみてください,0
88,最後に大事な説明をいたします,NULL,0
89,プレイヤーのプレイングによって,他のユーザーからいいねを貰ったり,0
90,フォローしてもらったりすることがあるでしょう,NULL,0
91,これらは画面右に数値として蓄積されます,NULL,0
92,被弾せずに連続していいねやフォロワーが増え続けて,バズる…具体的には『バズゲージ』がマックスになると,0
93,楽しいことが起こるかもしれませんね,NULL,0
94,それでは楽しい弾幕ライフを,NULL,0
95,空き,NULL,0
96,【オートフィーバー】,バズゲージが最大になると即時バズフィーバーが発動する,0
97,【マニュアルフィーバー】,バズゲージ最大時にボムキーでバズフィーバーが発動する,0
98,空き,NULL,0
99,空き,NULL,0
100,ホントのこと言っただけでしょ～が～！,こうなったら全員やっつけてやる！,0
101,あのガキんちょクイーン…,ホント生意気ね…,0
102,クイーンめコシャクな手を使いおって…！,粛清してくれる！,0
103,かわいいウサギさんみぃ～つけた！,キミがおたずね者らしいね？,0
104,おてんばなネコさんみぃ～つけた！,いかにもイタズラ好きそうだね？,0
105,パンダさんみっけ！,…でもパンダじゃなくてチーターさん？,0
106,あなたがこのコミュニティのボスですね？,私は強いですよ！,0
107,ふん…あなたなんかより,私のほうがよっぽど強くて魅力的よ,0
108,使えるものを使って何が悪い？,あのクイーンに比べりゃかわいいもんよ,0
109,このねねちゃんが負けるなんて～！,NULL,0
110,うわ～おいしそ～！,でも減量中なんですよね…てへへ,0
111,かわいらしいコミュね…,誘惑に負けちゃいそう…,0
112,甘ったるいお菓子ばかりじゃな…,我はポテチがあれば十分じゃがな,0
